"source","target","weight"
547,3371,7
3186,3371,1
1769,3371,15
1012,3371,5
771,3371,4
221,3371,37
969,3371,4
469,3371,1
1179,3371,1
2538,3371,26
1880,3371,1
821,3371,1
3313,3371,6
1080,3371,1
1621,3371,2
2065,3371,4
826,3371,1
1114,3371,1
849,3371,1
40,3371,2
340,3371,27
2936,3372,2
1435,3372,1
800,3372,1
3261,3372,2
3371,3372,12
316,3372,2
2270,3372,4
1078,3372,1
1092,3372,2
2105,3372,4
221,3372,1
1774,3372,1
1835,3372,2
2267,3372,6
274,3372,1
1378,3372,2
2034,3372,1
18,3372,2
1924,3372,2
2678,3372,10
2930,3372,1
1226,3372,1
929,3372,1
3282,3372,1
3353,3372,1
1084,3372,2
972,3372,1
1018,3372,1
2819,3372,1
340,3372,4
970,3372,1
914,3372,2
1523,3372,4
2826,3372,2
2208,3372,9
1739,3372,2
3211,3372,1
2935,3372,2
70,3372,2
1082,3376,3
1425,3376,1
1078,3376,1
3107,3376,1
2005,3376,1
2883,3376,4
3226,3376,1
2412,3376,1
3362,3376,2
390,3376,1
2660,3376,1
2280,3376,3
614,3376,1
6,3376,1
73,3376,1
201,3376,6
2106,3376,2
2944,3376,1
914,3376,8
678,3376,1
1774,3376,1
804,3376,1
1226,3376,1
2264,3376,1
79,3376,1
2563,3376,1
2608,3376,2
3139,3376,1
2538,3376,5
2819,3376,3
1272,3376,1
25,3376,4
99,3376,1
2018,3376,4
3213,3376,1
3311,3376,1
326,3376,3
1383,3376,2
221,3376,1
440,3376,1
2446,3376,1
2834,3376,2
1084,3376,1
977,3376,2
78,3376,3
1208,3376,1
809,3376,1
1927,3376,1
2765,3376,2
2678,3376,1
755,3376,1
1485,3376,3
3357,3376,2
2240,3376,2
1912,3376,1
682,3376,2
402,3376,1
2901,3376,3
1066,3376,3
692,3376,2
1781,3376,4
923,3376,1
2886,3376,2
415,3376,2
204,3376,2
316,3376,1
1816,3376,1
3187,3376,1
29,3376,1
842,3376,1
812,3376,8
2826,3376,5
1251,3376,2
1108,3376,1
850,3376,1
1217,3376,5
1595,3376,1
3371,3376,2
3233,3376,2
2265,3376,1
819,3376,1
274,3376,3
192,3376,1
1337,3376,1
240,3376,7
242,3376,1
2553,3376,4
1835,3376,1
2935,3376,1
74,3376,2
3288,3376,2
2861,3376,1
2842,3376,1
3231,3376,1
2578,3376,2
3310,3376,2
1257,3376,1
2065,3376,1
28,3376,1
1071,3376,1
2941,3376,2
969,3376,1
443,3376,2
2940,3376,1
1093,3376,1
2884,3376,1
2554,3376,1
1768,3376,1
2841,3376,1
3353,3376,4
1286,3376,3
240,3378,1
2883,3378,1
3213,3378,1
3311,3378,1
3350,3378,3
2608,3378,1
3355,3378,1
1536,3378,2
40,3378,1
542,3378,1
3139,3378,7
1835,3378,1
2547,3378,1
258,3378,1
2268,3378,1
3196,3378,1
139,3378,2
3353,3378,6
1522,3378,1
3351,3378,2
2269,3378,1
1085,3378,6
211,3378,1
558,3378,1
3270,3378,1
2210,3378,1
1043,3378,1
2540,3378,1
3105,3378,1
263,3378,1
2064,3378,1
3159,3378,1
1066,3378,1
2218,3378,2
2270,3378,2
1255,3378,2
286,3378,1
1283,3378,1
2564,3378,1
2973,3378,2
1092,3378,1
1709,3378,1
3282,3378,1
1086,3378,1
2683,3379,1
3372,3379,1
2865,3379,1
3350,3379,7
149,3379,2
3048,3379,3
1303,3379,1
819,3379,4
2486,3379,1
2813,3379,4
119,3379,1
1086,3379,1
91,3379,2
2382,3379,3
682,3379,2
1773,3379,5
1435,3379,1
2269,3379,1
765,3379,25
74,3379,2
393,3379,1
3288,3379,2
768,3379,1
2930,3379,1
417,3379,4
2821,3379,5
1216,3379,1
1226,3379,5
1522,3379,2
54,3379,1
543,3379,1
914,3379,1
1536,3379,7
1251,3379,2
137,3379,1
3314,3379,1
1078,3379,1
553,3379,2
2553,3379,4
1237,3379,1
1108,3379,4
3203,3379,1
2661,3379,1
3371,3379,3
2590,3379,1
1774,3379,2
977,3379,2
1306,3379,2
679,3379,1
3278,3379,1
2407,3379,1
3354,3379,1
938,3379,1
3362,3379,2
771,3379,1
614,3379,3
929,3379,1
737,3379,7
221,3379,13
920,3379,2
422,3379,1
140,3379,6
766,3379,2
92,3379,1
1217,3379,3
2886,3379,1
2586,3379,7
678,3379,1
3238,3379,1
2249,3379,1
1255,3379,2
2835,3379,2
3261,3379,2
547,3379,1
800,3379,1
2270,3379,8
734,3379,1
823,3379,2
1018,3379,2
1781,3379,4
675,3379,1
3352,3379,1
78,3379,2
25,3379,3
204,3379,3
887,3379,1
826,3379,2
2411,3379,3
1350,3379,1
40,3379,1
6,3379,2
3282,3379,2
542,3379,2
286,3379,1
274,3379,1
1360,3379,1
2693,3379,2
1726,3379,2
79,3379,4
87,3379,1
3368,3379,1
3376,3379,4
3378,3379,1
1066,3379,1
71,3379,1
558,3379,1
2685,3379,1
2731,3379,1
82,3379,4
280,3379,1
3353,3379,17
326,3379,1
1081,3379,2
3351,3379,2
3237,3379,2
240,3379,5
2819,3379,1
767,3379,1
3298,3379,2
923,3379,1
2884,3379,1
196,3379,1
443,3379,2
1542,3379,2
560,3379,1
197,3379,1
1256,3379,4
284,3379,1
2587,3379,1
970,3379,1
2446,3379,2
340,3379,3
2019,3379,1
2277,3379,1
773,3379,1
1283,3379,3
2547,3379,1
244,3379,1
3159,3379,1
1911,3379,1
120,3379,2
148,3379,1
1835,3379,1
1928,3379,3
3231,3379,3
421,3379,2
2538,3379,6
3215,3379,1
29,3379,8
1092,3379,3
2976,3379,1
3213,3379,1
1089,3379,1
736,3381,2
1924,3381,1
1912,3381,2
3379,3381,2
2136,3381,1
767,3381,1
284,3381,3
409,3381,2
918,3381,1
2608,3381,4
1302,3381,1
277,3381,14
29,3381,3
1258,3381,2
914,3381,4
3159,3381,1
812,3381,1
679,3381,1
2034,3381,1
692,3381,1
1092,3381,6
675,3381,1
772,3381,9
1782,3381,1
2901,3381,1
1350,3381,8
1425,3381,1
18,3381,1
2629,3381,2
453,3381,1
71,3381,1
2861,3381,1
240,3381,7
1086,3381,5
402,3381,2
91,3381,1
3148,3381,1
2938,3381,1
1379,3381,9
140,3381,1
558,3381,2
840,3381,1
804,3381,1
275,3381,1
977,3381,1
2941,3381,1
850,3381,2
221,3381,9
2940,3381,2
1252,3381,2
74,3381,1
927,3381,2
2578,3381,2
79,3381,1
3354,3381,1
2447,3381,1
976,3381,2
1382,3381,2
3183,3381,1
2446,3381,1
334,3381,1
826,3381,1
3357,3381,1
2884,3381,1
1108,3381,3
204,3381,5
2834,3381,2
2860,3381,1
159,3381,3
2038,3381,1
768,3381,1
2817,3381,14
241,3381,1
2731,3381,1
2587,3381,1
316,3381,1
78,3381,1
1440,3381,2
972,3381,1
1076,3381,1
2974,3381,1
737,3381,2
2944,3381,1
255,3381,1
2819,3381,7
3376,3381,1
823,3381,1
2174,3381,1
2826,3381,8
3249,3381,1
2267,3381,1
192,3381,1
547,3381,4
1918,3381,2
1727,3381,2
3067,3381,2
1226,3381,1
1074,3381,1
734,3381,2
415,3381,3
1066,3381,3
1106,3381,1
229,3381,5
765,3381,8
1437,3381,2
938,3381,1
771,3381,1
766,3381,2
899,3381,1
3147,3381,1
1257,3381,2
1617,3381,1
2553,3381,2
201,3381,2
2586,3381,1
437,3381,1
3353,3381,17
326,3381,4
2538,3381,10
340,3381,17
920,3381,2
3371,3381,6
179,3381,1
248,3381,1
3048,3381,3
1215,3381,1
242,3381,1
40,3381,1
751,3381,2
2172,3381,1
2264,3381,1
737,3382,2
547,3382,1
79,3382,2
1880,3382,4
3353,3382,2
40,3382,4
772,3382,7
613,3382,2
1209,3382,1
3371,3382,3
2176,3382,2
1081,3382,1
2195,3382,1
1232,3382,8
1084,3382,1
2583,3382,1
1066,3382,8
322,3382,1
1086,3382,9
1226,3382,2
3238,3382,1
2587,3382,1
277,3382,14
3183,3382,1
3278,3382,4
2586,3382,1
274,3382,1
977,3382,2
1073,3382,1
246,3382,1
2265,3382,1
2935,3382,4
210,3382,10
2553,3382,9
3147,3382,1
466,3382,1
1257,3382,2
2563,3382,3
242,3382,1
1108,3382,3
1437,3382,1
2264,3382,1
1358,3382,1
2932,3382,1
3143,3382,1
1325,3382,3
1114,3382,2
3311,3382,2
2941,3382,2
1071,3382,2
2174,3382,1
1043,3382,1
2486,3382,3
204,3382,2
2032,3382,1
2270,3382,8
1924,3382,1
745,3382,1
2629,3382,1
3148,3382,1
2823,3382,1
3354,3382,2
1379,3382,3
2538,3382,1
2608,3382,4
2382,3382,4
316,3382,1
403,3382,1
3381,3382,6
914,3382,1
393,3382,2
1092,3382,7
2417,3382,1
2269,3382,1
25,3382,1
1770,3382,1
402,3382,3
811,3382,1
2815,3382,1
1617,3382,1
839,3382,2
1252,3382,1
830,3382,1
413,3382,1
845,3382,3
747,3382,1
421,3382,1
2447,3382,2
2819,3382,1
2446,3382,2
29,3382,1
1528,3382,5
272,3382,1
1912,3382,1
2826,3382,4
1439,3382,3
240,3382,4
3199,3382,1
221,3382,9
1076,3382,1
82,3382,5
3217,3382,2
304,3382,2
751,3382,2
2248,3382,1
2172,3382,1
1775,3382,3
2541,3382,2
1258,3382,1
1195,3382,1
326,3382,3
1233,3382,2
2034,3382,1
2975,3382,1
773,3382,2
2974,3382,2
340,3382,7
1781,3383,2
2382,3383,2
737,3383,3
1226,3383,2
965,3383,6
3381,3383,7
1437,3383,2
2884,3383,1
1092,3383,2
2678,3383,2
918,3383,1
3282,3383,8
944,3383,2
1816,3383,1
240,3383,1
823,3383,6
682,3383,1
969,3383,3
78,3383,1
1522,3383,2
3354,3383,4
3106,3383,1
613,3383,2
2932,3383,1
3107,3383,1
3359,3383,2
1280,3383,2
3379,3383,8
1018,3383,3
771,3383,3
2757,3383,2
443,3383,1
1536,3383,2
1383,3383,2
2538,3383,3
2553,3383,1
1217,3383,1
1252,3383,3
1237,3383,1
340,3383,18
2587,3383,3
25,3383,1
676,3383,1
41,3383,1
814,3383,2
2883,3383,5
692,3383,2
1928,3383,1
2411,3383,1
1835,3383,3
3326,3383,1
820,3383,1
1911,3383,1
3360,3383,1
229,3383,10
237,3383,6
140,3383,2
3215,3383,1
3351,3383,1
2731,3383,1
1528,3383,1
3048,3383,1
1251,3383,1
2417,3383,1
221,3383,16
2935,3383,7
1258,3383,2
3281,3383,2
2586,3383,3
2926,3383,1
284,3383,6
307,3383,2
2064,3383,2
1066,3383,3
3313,3383,2
2270,3383,4
179,3383,2
3376,3383,2
1108,3383,3
3371,3383,7
3362,3383,1
1435,3383,2
765,3383,13
2629,3383,3
3353,3383,11
1068,3383,1
3382,3383,1
422,3383,3
2929,3383,1
1653,3383,2
274,3383,1
1272,3383,1
204,3383,3
3105,3383,1
1818,3383,1
772,3383,2
1215,3383,2
1508,3383,1
644,3383,2
1251,3384,1
3351,3384,1
2817,3384,2
768,3384,1
3371,3384,1
914,3384,1
1781,3384,2
3376,3384,2
2405,3384,1
1508,3384,1
71,3384,1
78,3384,1
1257,3384,1
766,3384,2
2883,3384,5
938,3384,1
3281,3384,1
3245,3384,1
3106,3384,1
3383,3384,2
2538,3384,3
201,3384,2
3192,3384,2
40,3384,1
3213,3384,1
2926,3384,1
1217,3384,1
935,3384,1
682,3384,1
2064,3384,2
1911,3384,1
767,3384,1
811,3384,1
443,3384,1
307,3384,2
3362,3384,1
1086,3384,1
421,3384,2
3048,3384,1
1210,3384,3
3381,3384,1
2932,3384,1
734,3384,1
2929,3384,2
2678,3384,2
2270,3384,4
3360,3384,1
3379,3384,3
2731,3384,3
2940,3384,1
765,3384,4
3353,3384,4
1918,3384,2
3354,3384,1
675,3384,1
2382,3384,1
821,3384,1
1272,3384,1
3105,3384,1
2270,3385,5
1226,3385,5
2883,3385,1
2207,3385,3
251,3385,1
1307,3385,2
2417,3385,1
2817,3385,1
2819,3385,2
3215,3385,1
3378,3385,1
1086,3385,2
1590,3385,2
3370,3385,1
902,3385,1
2410,3385,1
62,3385,1
2586,3385,2
1911,3385,1
3357,3385,1
1839,3385,1
944,3385,1
2929,3385,2
240,3385,1
3360,3385,1
361,3385,1
2236,3385,1
580,3385,1
25,3385,6
812,3385,1
2269,3385,2
2668,3385,1
313,3385,3
3048,3385,1
1208,3385,1
2237,3385,1
40,3385,2
560,3385,2
938,3385,2
760,3385,1
370,3385,1
543,3385,3
3353,3385,19
303,3385,1
2033,3385,1
1621,3385,1
365,3385,1
819,3385,5
2553,3385,1
286,3385,1
772,3385,2
1108,3385,1
3379,3385,1
2267,3385,5
3371,3385,3
909,3385,3
3140,3385,1
137,3385,1
2403,3385,1
201,3385,7
1286,3385,2
330,3385,1
3141,3385,1
1595,3385,2
3282,3385,1
830,3385,6
558,3385,1
765,3385,2
1013,3385,1
29,3385,1
2601,3385,1
1351,3385,1
3139,3385,1
221,3385,9
3142,3385,2
898,3385,1
1066,3385,2
965,3385,1
292,3385,2
2822,3385,3
2547,3385,1
1272,3385,2
914,3385,1
3245,3385,1
3213,3385,1
3371,3386,8
1369,3386,16
370,3386,2
2936,3386,2
204,3386,2
965,3386,2
3186,3386,2
679,3386,16
440,3386,2
2033,3386,2
2267,3386,2
2207,3386,6
1307,3386,4
772,3386,4
1621,3386,2
3139,3386,8
3351,3386,4
580,3386,2
1208,3386,2
558,3386,2
3357,3386,2
361,3386,2
3353,3386,4
3385,3386,2
303,3386,2
3350,3386,8
1351,3386,2
137,3386,2
899,3387,2
2267,3387,2
3159,3387,2
2445,3387,1
3383,3387,1
826,3387,1
2004,3387,1
284,3387,1
644,3387,2
2586,3387,1
918,3387,1
914,3387,5
2414,3387,3
679,3387,2
326,3387,1
2884,3387,1
553,3387,1
3350,3387,1
1350,3387,2
2563,3387,2
237,3387,6
558,3387,4
547,3387,1
3379,3387,2
2205,3387,1
3353,3387,9
2264,3387,1
3213,3387,3
1101,3387,1
3351,3387,1
2684,3387,1
1818,3387,1
560,3387,1
204,3387,1
898,3387,3
2034,3387,2
1241,3387,1
676,3387,1
221,3387,3
3048,3387,6
3371,3387,2
2190,3387,1
192,3387,2
1816,3387,1
3142,3387,1
3381,3387,3
40,3388,7
734,3388,1
2382,3388,5
1358,3388,1
2553,3388,11
2576,3388,2
340,3388,6
445,3388,6
2269,3388,1
2577,3388,1
1809,3388,1
1617,3388,2
60,3388,2
2885,3388,1
466,3388,3
201,3388,2
1384,3388,3
2976,3388,2
1015,3388,1
1074,3388,2
1226,3388,2
1108,3388,2
1080,3388,1
1121,3388,1
2270,3388,4
329,3388,1
326,3388,2
3381,3388,6
1835,3388,4
747,3388,1
2004,3388,1
1237,3388,1
2901,3388,1
2011,3388,3
1604,3388,1
2265,3388,1
1750,3388,2
590,3388,1
401,3388,1
2486,3388,6
1216,3388,2
3139,3388,1
2817,3388,1
2826,3388,1
2929,3388,5
965,3388,12
135,3388,6
2267,3388,12
3354,3388,10
3359,3388,1
72,3388,2
1399,3388,1
322,3388,1
239,3388,1
1068,3388,1
675,3388,2
1363,3388,1
3187,3388,2
3311,3388,2
2195,3388,1
141,3388,2
2005,3388,1
790,3388,4
3368,3388,1
772,3388,5
2974,3388,1
2816,3388,6
2683,3388,3
969,3388,1
2174,3388,1
82,3388,4
678,3388,2
1838,3388,1
2556,3388,5
3379,3388,3
305,3388,1
148,3388,2
3141,3388,5
3313,3388,4
2660,3388,1
682,3388,1
29,3388,12
440,3388,4
601,3388,3
2932,3388,2
3382,3388,2
2446,3388,1
284,3388,4
1908,3388,2
316,3388,1
393,3388,4
2447,3388,2
262,3388,1
240,3388,2
2608,3388,3
560,3388,2
581,3388,4
2935,3388,1
3245,3388,1
3349,3388,1
137,3388,1
1351,3388,1
2661,3388,4
2930,3388,4
3107,3388,3
1086,3388,2
1382,3388,2
1379,3388,3
1252,3388,3
1286,3388,2
845,3388,3
403,3388,1
3387,3388,3
2931,3388,3
615,3388,2
2586,3388,12
542,3388,2
408,3388,1
3031,3388,2
2819,3388,1
2125,3388,1
1821,3388,8
413,3388,1
230,3388,3
950,3388,1
3371,3388,1
929,3388,2
1272,3388,1
25,3388,4
2264,3388,1
2546,3388,1
1066,3388,6
3383,3388,8
547,3388,3
676,3388,2
168,3388,1
614,3388,1
2736,3388,2
175,3388,1
2034,3388,3
221,3388,17
2822,3388,1
3186,3388,1
1912,3388,1
2064,3388,2
543,3388,4
1092,3388,3
2883,3388,5
1114,3388,2
402,3388,3
1383,3388,5
914,3388,3
3213,3388,1
2563,3388,5
308,3388,1
876,3388,1
2678,3388,1
443,3388,1
751,3388,1
2032,3388,1
79,3388,2
2208,3388,2
3270,3388,1
2862,3388,1
54,3388,1
1016,3388,1
246,3388,1
204,3388,5
1508,3388,1
963,3388,4
2492,3388,1
1090,3388,2
1368,3388,1
812,3388,1
3087,3388,3
1927,3388,1
1350,3388,3
2629,3388,1
3353,3388,5
1114,3389,3
1226,3389,1
3313,3389,1
2608,3389,1
2817,3389,2
1286,3389,2
581,3389,2
2815,3389,1
2195,3389,1
466,3389,1
2563,3389,1
445,3389,3
272,3389,1
547,3389,1
3381,3389,2
2683,3389,1
914,3389,1
2819,3389,1
1836,3389,1
772,3389,3
204,3389,2
2576,3389,1
2187,3389,2
1108,3389,2
737,3389,1
675,3389,1
2583,3389,1
542,3389,1
201,3389,3
246,3389,1
1350,3389,1
1043,3389,1
40,3389,1
240,3389,3
2033,3389,1
790,3389,2
3106,3389,1
3371,3389,7
221,3389,2
326,3389,1
3368,3389,1
340,3389,2
242,3389,1
2382,3389,1
3382,3389,3
78,3389,1
3105,3389,1
1092,3389,1
277,3389,7
361,3389,1
1908,3389,1
751,3389,1
25,3389,1
1325,3389,3
3388,3389,2
2553,3389,3
1750,3389,1
82,3389,1
2816,3389,3
3353,3389,2
1257,3389,1
3107,3389,1
3382,3390,1
3389,3390,1
2826,3390,2
201,3390,2
2586,3390,2
242,3390,1
2538,3390,4
3379,3390,3
204,3390,2
240,3390,9
1590,3390,4
40,3390,3
2608,3390,2
951,3390,2
547,3390,3
2817,3390,2
1043,3390,1
171,3390,2
678,3390,2
2411,3390,1
3388,3390,2
1092,3390,2
82,3390,1
402,3390,4
1114,3390,2
2683,3390,2
2815,3390,1
839,3390,2
316,3390,5
246,3390,1
1325,3390,3
1811,3390,2
6,3390,2
2382,3390,1
842,3390,2
2583,3390,1
2819,3390,1
1086,3390,5
1524,3390,2
2822,3390,2
29,3390,2
272,3390,1
1928,3390,1
950,3390,5
3383,3390,1
914,3390,1
1226,3390,2
2553,3390,3
2556,3390,8
25,3390,1
2976,3390,2
2195,3390,1
812,3390,2
676,3390,4
765,3390,6
1269,3391,2
1835,3391,7
476,3391,3
2928,3391,17
3107,3391,2
3328,3391,10
1284,3391,3
1180,3391,1
208,3391,6
266,3391,4
1781,3391,5
1272,3391,5
2816,3391,1
3159,3391,1
211,3391,4
2554,3391,2
1108,3391,2
2817,3391,1
953,3391,6
2901,3391,1
914,3391,3
466,3391,35
28,3391,1
751,3391,2
1210,3391,1
2241,3391,2
2269,3391,2
440,3391,22
221,3391,13
821,3391,2
1286,3391,1
1750,3391,1
1070,3391,1
1107,3391,11
2668,3391,1
1485,3391,3
1274,3391,1
1226,3391,1
1283,3391,6
17,3391,1
447,3391,1
1217,3391,1
734,3391,1
755,3391,3
2385,3391,3
2623,3391,5
2393,3391,1
2681,3391,2
175,3391,11
676,3391,8
2039,3391,1
441,3391,2
1081,3391,3
1866,3391,1
839,3391,3
3103,3391,3
543,3391,1
25,3391,3
442,3391,1
2064,3391,2
2213,3391,5
2683,3391,5
2973,3391,2
2926,3391,27
90,3391,1
1252,3391,1
3143,3391,1
2807,3391,1
1084,3391,3
1622,3391,1
790,3391,2
1510,3391,1
457,3391,7
459,3391,1
3087,3391,2
401,3391,1
2941,3391,3
3360,3391,9
445,3391,1
1528,3391,1
3311,3391,52
2680,3391,8
135,3391,1
473,3391,17
472,3391,2
2664,3391,5
2765,3391,1
2819,3391,1
581,3391,6
1079,3391,2
1254,3391,1
1837,3391,3
40,3391,9
2661,3391,16
1741,3391,1
201,3391,4
1125,3391,6
94,3391,2
55,3391,1
415,3391,3
1083,3391,3
2282,3391,4
285,3391,4
2883,3391,4
3314,3391,1
622,3391,1
3086,3391,4
547,3391,1
876,3391,14
2267,3391,1
3153,3391,1
2446,3391,2
2617,3391,6
2242,3391,4
194,3391,10
2625,3391,2
2131,3391,2
446,3391,6
2553,3391,5
1258,3391,2
29,3391,1
1508,3391,3
18,3391,1
1093,3391,1
240,3391,2
1104,3391,9
963,3391,16
1074,3391,2
1351,3391,4
209,3391,1
206,3391,4
452,3391,3
1865,3391,2
2038,3391,1
6,3391,2
950,3391,39
330,3391,2
2488,3391,2
2382,3391,12
1523,3391,6
2678,3391,11
450,3391,6
308,3391,2
2669,3391,8
158,3391,2
2944,3391,1
118,3391,1
2662,3391,11
453,3391,7
1788,3391,1
1086,3391,15
449,3391,2
2130,3391,4
2538,3391,5
2004,3391,1
2381,3391,1
443,3391,7
898,3391,5
2620,3391,11
2660,3391,11
950,3392,4
2269,3392,1
2944,3392,1
3311,3392,3
1835,3392,1
2901,3392,1
430,3392,4
2563,3392,1
460,3392,3
909,3392,1
240,3392,1
1272,3392,1
2826,3392,2
284,3392,1
1485,3392,1
2574,3392,1
1523,3392,1
1086,3392,1
755,3392,3
6,3392,2
452,3392,1
453,3392,1
443,3392,1
952,3392,3
2669,3392,1
1092,3392,2
951,3392,1
2678,3392,1
285,3392,1
197,3392,3
40,3392,2
2241,3392,1
1727,3392,1
2321,3392,1
2669,3393,9
135,3393,3
258,3393,1
1079,3393,1
473,3393,2
2973,3393,3
950,3393,11
441,3393,1
459,3393,1
2241,3393,10
1210,3393,4
2553,3393,19
453,3393,2
1070,3393,2
211,3393,3
3314,3393,3
2668,3393,3
2883,3393,7
206,3393,3
823,3393,4
2538,3393,1
3360,3393,8
42,3393,2
1086,3393,4
1275,3393,1
581,3393,2
2554,3393,1
682,3393,1
755,3393,2
3143,3393,1
466,3393,24
1114,3393,1
472,3393,1
2623,3393,5
2131,3393,1
1865,3393,2
1125,3393,1
2382,3393,1
2620,3393,1
458,3393,1
1068,3393,2
2661,3393,4
1284,3393,1
963,3393,11
457,3393,3
914,3393,2
1866,3393,2
1759,3393,2
1108,3393,3
2242,3393,20
1835,3393,1
821,3393,2
876,3393,1
547,3393,7
2926,3393,6
330,3393,1
175,3393,7
1074,3393,1
208,3393,1
450,3393,1
2681,3393,1
40,3393,6
2680,3393,4
452,3393,1
961,3393,2
790,3393,1
1093,3393,1
2816,3393,1
445,3393,1
2385,3393,1
221,3393,7
365,3393,2
3311,3393,24
3391,3393,20
1104,3393,1
285,3393,1
3086,3394,2
2045,3394,1
258,3394,9
2237,3394,1
2678,3394,2
3360,3394,2
440,3394,2
2940,3394,1
2682,3394,1
2885,3394,2
3391,3394,10
469,3394,4
1283,3394,1
823,3394,2
2620,3394,3
2680,3394,12
1254,3394,2
2553,3394,2
2728,3394,1
3033,3394,3
474,3394,1
1104,3394,2
918,3394,2
25,3394,1
455,3394,2
206,3394,3
2660,3394,3
790,3394,3
1086,3394,1
2382,3394,2
2928,3394,6
1837,3394,1
2385,3394,3
876,3394,6
898,3394,1
197,3394,1
2131,3394,7
1081,3394,2
2927,3394,2
453,3394,5
2901,3394,6
2554,3394,3
3087,3394,1
2883,3394,1
2662,3394,12
676,3394,1
1835,3394,3
1084,3394,2
221,3394,7
3393,3394,5
2669,3394,6
2681,3394,3
473,3394,4
2926,3394,4
953,3394,1
2130,3394,4
443,3394,3
3314,3394,2
475,3394,1
1865,3394,1
466,3394,7
1485,3394,1
821,3394,1
3311,3394,11
1836,3394,1
326,3394,3
445,3394,1
914,3394,1
415,3394,1
2623,3394,6
456,3394,8
2625,3394,1
950,3394,32
6,3394,1
2661,3394,6
3288,3394,2
2538,3394,4
2621,3394,1
208,3394,2
457,3394,1
1272,3394,1
1363,3394,1
1107,3394,1
244,3394,2
2664,3394,5
444,3395,2
285,3395,4
2883,3395,4
952,3395,1
456,3395,4
2665,3395,1
440,3395,11
823,3395,4
446,3395,4
2678,3395,5
17,3395,1
40,3395,3
455,3395,1
1528,3395,3
206,3395,16
453,3395,7
2680,3395,1
918,3395,1
1284,3395,2
211,3395,4
2282,3395,1
2626,3395,1
909,3395,1
2660,3395,16
28,3395,2
2623,3395,3
2684,3395,1
2123,3395,1
221,3395,9
401,3395,1
441,3395,1
3314,3395,1
1865,3395,2
2620,3395,6
475,3395,4
898,3395,1
2562,3395,9
2683,3395,1
1839,3395,1
25,3395,1
950,3395,17
3393,3395,7
3394,3395,9
2926,3395,12
2446,3395,1
2813,3395,1
3311,3395,16
2927,3395,7
1835,3395,4
18,3395,1
1104,3395,3
2662,3395,42
1254,3395,1
2682,3395,6
2664,3395,5
2538,3395,3
2679,3395,2
408,3395,1
326,3395,6
2556,3395,1
1084,3395,3
2172,3395,1
3159,3395,1
1107,3395,6
2661,3395,6
452,3395,2
929,3395,1
469,3395,2
876,3395,5
3360,3395,7
266,3395,1
244,3395,1
1272,3395,2
2617,3395,2
821,3395,2
1081,3395,4
457,3395,3
2621,3395,5
1351,3395,2
3107,3395,1
1508,3395,3
2669,3395,11
473,3395,2
2928,3395,1
175,3395,5
393,3395,1
3353,3395,1
2553,3395,6
466,3395,27
1066,3395,1
2381,3395,1
2492,3395,1
1092,3395,2
443,3395,6
2941,3395,2
1086,3395,11
2130,3395,2
3391,3395,14
1622,3395,1
2926,3396,1
1485,3396,1
2661,3396,1
2901,3396,16
898,3396,1
3328,3396,2
1835,3396,1
3391,3396,6
2131,3396,16
3360,3396,1
3394,3396,5
876,3396,1
1368,3396,2
676,3396,1
194,3396,2
950,3396,1
2382,3396,2
285,3396,2
1107,3396,1
466,3396,1
440,3396,2
2683,3396,1
1781,3396,1
2130,3396,3
3369,3404,3
209,3404,1
308,3404,3
2816,3404,1
2885,3404,1
1073,3404,1
393,3404,1
765,3404,3
2282,3404,1
1082,3404,2
2136,3404,1
821,3404,2
443,3404,1
25,3404,4
1081,3404,1
3222,3404,1
1218,3404,2
1286,3404,1
2935,3404,5
2407,3404,1
40,3404,1
2798,3404,1
1195,3404,1
3139,3404,2
2269,3404,1
2488,3404,1
1086,3404,1
2817,3404,1
3354,3404,1
29,3404,1
2800,3404,4
440,3404,1
950,3404,1
3143,3404,4
3391,3404,1
3107,3404,1
3252,3404,4
221,3404,8
2546,3404,1
3213,3404,1
453,3404,1
929,3404,2
3223,3404,1
899,3404,1
2783,3404,2
2883,3404,1
2661,3404,2
1162,3404,1
743,3404,5
240,3404,15
442,3404,1
3148,3404,1
298,3404,1
1362,3404,2
2819,3404,4
3109,3404,1
402,3404,1
415,3404,3
914,3404,4
915,3404,1
1246,3404,1
916,3404,1
3213,3405,4
2813,3405,6
2764,3405,7
2395,3405,1
90,3405,1
1286,3405,9
121,3405,3
1350,3405,1
2270,3405,8
3379,3405,2
1427,3405,3
1542,3405,1
3048,3405,1
2538,3405,1
899,3405,1
3259,3405,8
365,3405,3
1787,3405,9
1918,3405,3
3353,3405,2
29,3405,1
25,3405,6
1424,3405,1
850,3405,1
1237,3405,2
560,3405,2
2382,3405,1
2136,3405,1
2063,3405,1
884,3405,1
2558,3405,1
415,3405,2
3139,3405,4
2269,3405,5
196,3405,6
678,3405,4
2553,3405,2
179,3405,3
3261,3405,2
1108,3405,1
1770,3405,1
676,3405,6
1215,3405,1
1293,3405,2
2413,3405,1
1791,3405,7
1726,3405,1
3107,3405,8
82,3405,2
2121,3405,1
211,3405,3
298,3405,4
1428,3405,2
1288,3405,1
1162,3405,2
893,3405,4
2280,3405,1
2211,3405,3
2117,3405,2
340,3405,1
743,3405,4
2821,3405,2
2785,3405,2
687,3405,1
369,3405,2
1287,3405,1
2019,3405,2
2039,3405,1
